tracking_id_raw,shipment_id_raw,carrier_payload_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
TRK-96391205,SHP-00000120,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749702600, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1750476600, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1750735800, ""event"": ""CUSTOMS_HOLD"", ""location"": ""Transshipment Hub"", ""exception_code"": ""CUSTOMS_HOLD""}, {""epoch_time"": 1751081400, ""event"": ""CUSTOMS_CLEARED"", ""location"": ""Transshipment Hub"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751419800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751427000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-36270951,SHP-00000121,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749807000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751099400, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-003"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751265000, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751272200, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-23124279,SHP-00000122,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749814200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751106600, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-007"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751185800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751193000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-79546192,SHP-00000123,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749792600, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751344200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-002"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751682600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751689800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-23251465,SHP-00000124,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749961800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751599800, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751851800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751859000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-99021852,SHP-00000125,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749965400, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1750998600, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751250600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-MUM-03"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751257800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-MUM-03"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-92351932,SHP-00000126,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1749979800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751358600, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-007"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751610600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751617800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-04 01:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-94540111,SHP-00000127,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750152600, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751013000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751351400, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751358600, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-61107455,SHP-00000128,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750235400, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751182200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-003"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752039000, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752046200, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:13:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-16346613,SHP-00000129,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750221000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751427000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-002"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751513400, ""event"": ""CUSTOMS_HOLD"", ""location"": ""Transshipment Hub"", ""exception_code"": ""CUSTOMS_HOLD""}, {""epoch_time"": 1751772600, ""event"": ""CUSTOMS_CLEARED"", ""location"": ""Transshipment Hub"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751592600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751599800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-21179654,SHP-00000130,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750307400, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751859000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-005"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752111000, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752118200, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-94116106,SHP-00000131,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750314600, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751347800, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-005"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751427000, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751434200, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-84776218,SHP-00000132,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750332600, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751020200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751358600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751365800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:18:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-87910442,SHP-00000133,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750501800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751967000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752399000, ""event"": ""CUSTOMS_HOLD"", ""location"": ""Transshipment Hub"", ""exception_code"": ""CUSTOMS_HOLD""}, {""epoch_time"": 1752658200, ""event"": ""CUSTOMS_CLEARED"", ""location"": ""Transshipment Hub"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753428600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753435800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-81768178,SHP-00000134,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750491000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751869800, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-002"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752985800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752993000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-11138757,SHP-00000135,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750591800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751884200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-003"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752049800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752057000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-14987938,SHP-00000136,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750588200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751535000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751700600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1751707800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-06 01:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-31424280,SHP-00000137,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750653000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752204600, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-003"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752456600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752463800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-44318405,SHP-00000138,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750743000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752121800, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-005"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752208200, ""event"": ""CUSTOMS_HOLD"", ""location"": ""Transshipment Hub"", ""exception_code"": ""CUSTOMS_HOLD""}, {""epoch_time"": 1752381000, ""event"": ""CUSTOMS_CLEARED"", ""location"": ""Transshipment Hub"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752373800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752381000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-96467700,SHP-00000139,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750840200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752132600, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752557400, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752564600, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-42877159,SHP-00000140,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750822200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752633000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752798600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752805800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-18725381,SHP-00000141,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1750851000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752143400, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-006"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752568200, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752575400, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-93379775,SHP-00000142,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751081400, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752460200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-008"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752719400, ""event"": ""CUSTOMS_HOLD"", ""location"": ""Transshipment Hub"", ""exception_code"": ""CUSTOMS_HOLD""}, {""epoch_time"": 1752892200, ""event"": ""CUSTOMS_CLEARED"", ""location"": ""Transshipment Hub"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753403400, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753410600, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-68130678,SHP-00000143,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751092200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752211800, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-002"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752291000, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752298200, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-48377885,SHP-00000144,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751257800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752377400, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-002"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752456600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752463800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-47153636,SHP-00000145,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751275800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752309000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753252200, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753259400, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:36:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-60555854,SHP-00000146,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751254200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752719400, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-002"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753057800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753065000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 00:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-72791891,SHP-00000147,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751365800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752226200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752391800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752399000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-50493462,SHP-00000148,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751445000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752651000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753248600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753255800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-LKO-01"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-35059258,SHP-00000149,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751542200, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753180200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753950600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753957800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-71924297,SHP-00000150,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751535000, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752827400, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-004"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753079400, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753086600, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-38808317,SHP-00000151,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751520600, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752985800, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753237800, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753245000, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:19:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-90281316,SHP-00000152,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751531400, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752305400, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-001"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753248600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753255800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-DEL-02"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-35407598,SHP-00000153,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751617800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753515000, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-007"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753680600, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}, {""epoch_time"": 1753687800, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-BLR-04"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 02:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
TRK-38931794,SHP-00000154,"{""status"": ""DELIVERED"", ""events"": [{""epoch_time"": 1751599800, ""event"": ""PO_CONFIRMED"", ""location"": ""Supplier ERP"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752892200, ""event"": ""SUPPLIER_HANDOVER"", ""location"": ""SUP-006"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752971400, ""event"": ""DESTINATION_ARRIVAL"", ""location"": ""WH-MUM-03"", ""exception_code"": ""NONE""}, {""epoch_time"": 1752978600, ""event"": ""DOCK_RECEIVED"", ""location"": ""WH-MUM-03"", ""exception_code"": ""NONE""}]}",PROJECT44_API,2025-01-01 01:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_CARRIER_TELEMETRY
