po_id_raw,po_line_raw,po_date_raw,supplier_id_raw,sku_id_raw,warehouse_id_raw,ordered_qty_raw,unit_cost_foreign_raw,currency_code_raw,expected_delivery_date_raw,supplier_promised_ship_date_raw,status_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
PO-00000094,1,2025-04-26 13:00:00,SUP-003,SKU-0037,WH-MUM-03,467,15.39,SGD,2025-05-15 13:00:00,2025-05-06 13:00:00,CLOSED,SAP_ARIBA,2025-04-26 14:26:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000095,1,2025-04-26 10:00:00,SUP-003,SKU-0037,WH-BLR-04,224,15.39,SGD,2025-05-12 10:00:00,2025-05-07 10:00:00,CLOSED,SAP_ARIBA,2025-04-26 10:18:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000096,1,2025-04-28 16:00:00,SUP-005,SKU-0069,WH-BLR-04,360,125.54,EUR,2025-05-15 16:00:00,2025-05-10 16:00:00,CLOSED,SAP_ARIBA,2025-04-28 16:03:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000097,1,2025-04-30 10:00:00,SUP-002,SKU-0003,WH-BLR-04,293,32.55,AED,2025-05-18 10:00:00,2025-05-12 10:00:00,CLOSED,SAP_ARIBA,2025-04-30 12:13:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000098,1,2025-04-30 13:00:00,SUP-004,SKU-0132,WH-DEL-02,410,87.06,SGD,2025-05-15 13:00:00,2025-05-11 13:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-04-30 14:47:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000099,1,2025-05-02 10:00:00,SUP-002,SKU-0145,WH-LKO-01,303,61.86,USD,2025-05-23 10:00:00,2025-05-15 10:00:00,CLOSED,SAP_ARIBA,2025-05-02 10:19:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000100,1,2025-05-03 15:00:00,SUP-001,SKU-0066,WH-BLR-04,265,49.92,USD,2025-05-18 15:00:00,2025-05-14 15:00:00,CLOSED,SAP_ARIBA,2025-05-03 15:12:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000101,1,2025-05-05 11:00:00,SUP-001,SKU-0066,WH-LKO-01,194,49.92,USD,2025-05-16 11:00:00,2025-05-13 11:00:00,CLOSED,SAP_ARIBA,2025-05-05 12:53:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000102,1,2025-05-12 11:00:00,SUP-003,SKU-0037,WH-MUM-03,431,15.39,SGD,2025-05-27 11:00:00,2025-05-22 11:00:00,CLOSED,SAP_ARIBA,2025-05-12 11:24:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000103,1,2025-05-12 15:00:00,SUP-005,SKU-0069,WH-DEL-02,401,125.54,EUR,2025-05-27 15:00:00,2025-05-24 15:00:00,CLOSED,SAP_ARIBA,2025-05-12 15:43:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000104,1,2025-05-14 11:00:00,SUP-006,SKU-0048,WH-DEL-02,290,129.41,AED,2025-06-01 11:00:00,2025-05-28 11:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-05-15 13:35:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000105,1,2025-05-14 12:00:00,SUP-001,SKU-0066,WH-MUM-03,366,49.92,USD,2025-05-28 12:00:00,2025-05-26 12:00:00,CLOSED,SAP_ARIBA,2025-05-14 14:02:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000106,1,2025-05-15 09:00:00,SUP-005,SKU-0069,WH-BLR-04,411,125.54,EUR,2025-06-02 09:00:00,2025-05-27 09:00:00,CLOSED,SAP_ARIBA,2025-05-15 11:02:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000107,1,2025-05-16 15:00:00,SUP-001,SKU-0066,WH-LKO-01,241,49.92,USD,2025-05-28 15:00:00,2025-05-24 15:00:00,CLOSED,SAP_ARIBA,2025-05-20 17:08:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000108,1,2025-05-17 14:00:00,SUP-001,SKU-0066,WH-BLR-04,211,49.92,USD,2025-06-06 14:00:00,2025-05-28 14:00:00,CLOSED,SAP_ARIBA,2025-05-17 16:39:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000109,1,2025-05-20 11:00:00,SUP-002,SKU-0003,WH-BLR-04,390,32.55,AED,2025-06-09 11:00:00,2025-06-01 11:00:00,CLOSED,SAP_ARIBA,2025-05-20 11:46:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000110,1,2025-05-21 10:00:00,SUP-006,SKU-0048,WH-LKO-01,360,129.41,AED,2025-06-07 10:00:00,2025-05-29 10:00:00,CLOSED,SAP_ARIBA,2025-05-21 10:12:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000111,1,2025-05-25 08:00:00,SUP-001,SKU-0035,WH-BLR-04,445,135.69,AED,2025-06-08 08:00:00,2025-06-03 08:00:00,CLOSED,SAP_ARIBA,2025-05-25 08:59:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000112,1,2025-05-28 14:00:00,SUP-008,SKU-0100,WH-LKO-01,223,60.72,SGD,2025-06-13 14:00:00,2025-06-08 14:00:00,CLOSED,SAP_ARIBA,2025-05-28 16:33:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000113,1,2025-05-29 11:00:00,SUP-001,SKU-0066,WH-MUM-03,295, 49.92 USD ,USD,2025-06-15 11:00:00,2025-06-10T11:00:00+05:30,CLOSED,SAP_ARIBA,2025-05-29 11:36:00,2026-08-05 02:59:59,BATCH_202505_RAW_PURCHASE_ORDERS
PO-00000114,1,2025-06-01 15:00:00,SUP-001,SKU-0066,WH-LKO-01,264,49.92,USD,2025-06-12 15:00:00,2025-06-09 15:00:00,CLOSED,SAP_ARIBA,2025-06-01 16:41:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000115,1,2025-06-03 16:00:00,SUP-006,SKU-0048,WH-LKO-01,385,129.41,AED,2025-06-15 16:00:00,2025-06-11 16:00:00,CLOSED,SAP_ARIBA,2025-06-03 16:43:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000116,1,2025-06-04 13:00:00,SUP-003,SKU-0006,WH-LKO-01,293,66.64,AED,2025-06-22 13:00:00,2025-06-17 13:00:00,CLOSED,SAP_ARIBA,2025-06-04 14:21:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000117,1,2025-06-04T11:00:00+05:30,SUP-006,SKU-0089,WH-BLR-04,373,99.92,USD,2025-06-23 11:00:00,2025-06-16 11:00:00,CLOSED,SAP_ARIBA,2025-06-04 13:58:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000118,1,2025-06-04 09:00:00,SUP-007,SKU-0093,WH-MUM-03,372,74.28,SGD,2025-06-28 09:00:00,2025-06-17 09:00:00,CLOSED,SAP_ARIBA,2025-06-04 11:57:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000119,1,2025-06-09 10:00:00,SUP-001,SKU-0035,WH-BLR-04,467,135.69,AED,2025-06-21 10:00:00,2025-06-18T10:00:00+05:30,CLOSED,SAP_ARIBA,2025-06-09 11:14:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000120,1,2025-06-10 09:00:00,SUP-001,SKU-0038,WH-BLR-04,316,125.11,SGD,2025-06-29 09:00:00,2025-06-23 09:00:00,OPEN,SAP_ARIBA,2025-06-10 10:52:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000121,1,2025-06-12 13:00:00,SUP-001,SKU-0066,WH-BLR-04,241,49.92,USD,2025-07-02 13:00:00,2025-06-23 13:00:00,CLOSED,SAP_ARIBA,2025-06-12 15:25:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000122,1,2025-06-12T16:00:00+05:30,SUP-007,SKU-0105,WH-MUM-03,502,107.95,USD,2025-07-06 16:00:00,2025-06-26 16:00:00,CLOSED,SAP_ARIBA,2025-06-12 17:08:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000123,1,2025-06-12 09:00:00,SUP-001,SKU-0150,WH-DEL-02,393,144.79,AED,2025-06-30 09:00:00,2025-06-21 09:00:00,CLOSED,SAP_ARIBA,2025-06-12 09:17:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000124,1,2025-06-13 14:00:00,SUP-003,SKU-0052,WH-LKO-01,538,39.54,AED,2025-07-01 14:00:00,2025-06-28 14:00:00,CLOSED,SAP_ARIBA,2025-06-13 15:57:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000125,1,2025-06-13 16:00:00,SUP-007,SKU-0093,WH-LKO-01,294,74.28,SGD,2025-06-30 16:00:00,2025-06-23 16:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-06-13 16:20:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000126,1,2025-06-13 10:00:00,SUP-002,SKU-0145,WH-LKO-01,466,70.80,USD,2025-07-10 10:00:00,2025-06-29 10:00:00,CLOSED,SAP_ARIBA,2025-06-13 12:42:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000127,1,2025-06-15 09:00:00,SUP-004,SKU-0027,WH-BLR-04,400,117.32,AED,2025-07-07 09:00:00,2025-06-27 09:00:00,CLOSED,SAP_ARIBA,2025-06-15 10:20:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000128,1,2025-06-15 10:00:00,SUP-001,SKU-0030,WH-MUM-03,415,156.64,EUR,2025-06-29 10:00:00,2025-06-25 10:00:00,CLOSED,SAP_ARIBA,2025-06-15 10:27:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000129,1,2025-06-15 14:00:00,SUP-007,SKU-0064,WH-BLR-04,604,97.35,USD,2025-07-04 14:00:00,2025-07-01 14:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-06-15 15:45:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000130,1,2025-06-15 11:00:00,SUP-008,SKU-0100,WH-LKO-01,253,60.72,SGD,2025-07-01 11:00:00,2025-06-26 11:00:00,OPEN,SAP_ARIBA,2025-06-15 12:13:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000131,1,2025-06-17 14:00:00,SUP-001,SKU-0066,WH-LKO-01,222,49.92,USD,2025-06-30 14:00:00,2025-06-25 14:00:00,CLOSED,SAP_ARIBA,2025-06-17 14:04:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000132,1,2025-06-18 13:00:00,SUP-003,SKU-0052,WH-BLR-04,431,40.92,AED,2025-07-04 13:00:00,2025-06-29 13:00:00,CLOSED,SAP_ARIBA,2025-07-02 15:42:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000133,1,2025-06-18 09:00:00,SUP-002,SKU-0131,WH-DEL-02,471,152.44,USD,2025-07-07 09:00:00,2025-06-30 09:00:00,CLOSED,SAP_ARIBA,2025-06-18 09:59:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000134,1,2025-06-19 09:00:00,SUP-005,SKU-0054,WH-BLR-04,425,47.77,EUR,2025-07-10 09:00:00,2025-07-07 09:00:00,CLOSED,SAP_ARIBA,2025-06-19 09:00:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000135,1,2025-06-19 11:00:00,SUP-005,SKU-0069,WH-LKO-01,431,133.11,EUR,2025-07-03 11:00:00,2025-07-01 11:00:00,CLOSED,SAP_ARIBA,2025-06-19 13:47:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000136,1,2025-06-19 16:00:00,SUP-004,SKU-0145,WH-DEL-02,337,61.86,USD,29/06/2025,2025-06-27 16:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-06-19 17:29:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000137,1,2025-06-21 15:00:00,SUP-004,SKU-0001,WH-DEL-02,476,37.27,SGD,2025-07-17 15:00:00,2025-07-05 15:00:00,CLOSED,SAP_ARIBA,2025-06-21 16:15:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000138,1,2025-06-21 12:00:00,SUP-002,SKU-0102,WH-LKO-01,550,110.25,SGD,2025-07-16 12:00:00,2025-07-06 12:00:00,CLOSED,SAP_ARIBA,2025-06-21 12:26:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000139,1,2025-06-22 16:00:00, SUP-003 ,SKU-0006,WH-LKO-01,259,74.25,AED,2025-07-09 16:00:00,1751884200,CLOSED,SAP_ARIBA,2025-06-22 16:06:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000140,1,2025-06-22 15:00:00,SUP-001,SKU-0050,WH-DEL-02,400,56.56,EUR,2025-07-05 15:00:00,2025-07-02 15:00:00,CLOSED,SAP_ARIBA,2025-06-22 17:53:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000141,1,2025-06-23 09:00:00,SUP-003,SKU-0016,WH-LKO-01,416,93.10,SGD,2025-07-13 09:00:00,2025-07-10 09:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-06-23 11:13:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000142,1,2025-06-24 10:00:00,SUP-005,SKU-0137,WH-LKO-01,365,160.17,AED,2025-07-19 10:00:00,2025-07-09 10:00:00,CLOSED,SAP_ARIBA,2025-06-24 11:21:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000143,1,2025-06-25T13:00:00Z,SUP-004,SKU-0015,WH-LKO-01,636,62.60,SGD,2025-07-15 13:00:00,2025-07-10 13:00:00,CLOSED,SAP_ARIBA,2025-06-25 13:14:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000144,1,2025-06-25 08:00:00,SUP-004,SKU-0016,WH-BLR-04,346,94.81,SGD,2025-07-18 08:00:00,2025-07-11 08:00:00,CLOSED,SAP_ARIBA,2025-06-25 10:27:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000145,1,2025-06-25 16:00:00,SUP-006,SKU-0089,WH-BLR-04,499,99.92,USD,2025-07-19 16:00:00,45845,CLOSED,SAP_ARIBA,2025-06-25 17:57:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000146,1,2025-06-28 08:00:00,SUP-008,SKU-0087,WH-DEL-02,312,128.38,USD,2025-07-23 08:00:00,2025-07-12 08:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-06-28 08:44:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000147,1,2025-06-28 11:00:00,SUP-002,SKU-0116,WH-BLR-04,414,160.31,SGD,2025-07-16 11:00:00,2025-07-10 11:00:00,CLOSED,SAP_ARIBA,2025-06-28 12:08:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000148,1,2025-06-30 09:00:00,SUP-002,SKU-0002,WH-DEL-02,220,138.45,AED,2025-07-15 09:00:00,2025-07-13 09:00:00,CLOSED,SAP_ARIBA,2025-06-30 10:23:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000149,1,2025-06-30 14:00:00,SUP-004,SKU-0027,WH-DEL-02,363,121.29,AED,2025-07-17 14:00:00,2025-07-09 14:00:00,CLOSED,SAP_ARIBA,2025-06-30 16:20:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000150,1,2025-06-30 08:00:00,SUP-002,SKU-0145,WH-BLR-04,309,61.86,USD,2025-07-20 08:00:00,2025-07-13 08:00:00,CLOSED,SAP_ARIBA,2025-06-30 08:39:00,2026-08-05 02:59:59,BATCH_202506_RAW_PURCHASE_ORDERS
PO-00000151,1,2025-07-01 15:00:00,SUP-004,SKU-0099,WH-LKO-01,516,94.36,USD,2025-07-13 15:00:00,2025-07-10 15:00:00,CLOSED,SAP_ARIBA,2025-07-01 17:03:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000152,1,2025-07-02 13:00:00,SUP-001,SKU-0066,WH-LKO-01,473,54.38,USD,2025-07-21 13:00:00,2025-07-16 13:00:00,CLOSED,SAP_ARIBA,2025-07-02 14:18:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000153,1,2025-07-03 16:00:00,SUP-004,SKU-0095,WH-BLR-04,557,72.98,AED,2025-07-31T16:00:00+05:30,2025-07-20 16:00:00,CLOSED,SAP_ARIBA,2025-07-03 18:09:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000154,1,2025-07-03 14:00:00,SUP-004,SKU-0132,WH-BLR-04,226,87.06,SGD,2025-07-21 14:00:00,2025-07-13 14:00:00,CLOSED,SAP_ARIBA,2025-07-03 14:40:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000155,1,2025-07-03 10:00:00,SUP-001,SKU-0146,WH-BLR-04,348,71.29,EUR,2025-07-23 10:00:00,2025-07-20 10:00:00,CLOSED,SAP_ARIBA,2025-07-03 11:51:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000156,1,2025-07-03 13:00:00,SUP-001,SKU-0150,WH-DEL-02,300,144.79,AED,2025-07-21T13:00:00+05:30,2025-07-12 13:00:00,CLOSED,SAP_ARIBA,2025-07-03 13:51:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000157,1,2025-07-04 13:00:00,SUP-007,SKU-0101,WH-BLR-04,560,146.11,AED,28/07/2025,2025-07-21 13:00:00,CLOSED,SAP_ARIBA,2025-07-04 14:23:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000158,1,2025-07-04 08:00:00,SUP-006,SKU-0117,WH-MUM-03,296,95.89,EUR,2025-07-21 08:00:00,2025-07-17 08:00:00,CLOSED,SAP_ARIBA,2025-07-04 08:31:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000159,1,2025-07-05 13:00:00,SUP-004,SKU-0132,WH-MUM-03,335,87.06,SGD,2025-07-28 13:00:00,2025-07-18 13:00:00,CLOSED,SAP_ARIBA,2025-08-03 15:34:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000160,1,2025-07-06 10:00:00,SUP-001,SKU-0050,WH-DEL-02,498,56.56,EUR,2025-07-22 10:00:00,2025-07-16 10:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-07-06 12:15:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000161,1,2025-07-08 11:00:00,SUP-004,SKU-0027,WH-BLR-04,532,117.32,AED,2025-08-06 11:00:00,2025-07-20 11:00:00,CLOSED,SAP_ARIBA,2025-07-08 12:47:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000162,1,2025-07-09 11:00:00,SUP-006,SKU-0044,WH-MUM-03,408,126.10,USD,2025-07-31 11:00:00,2025-07-25 11:00:00,CLOSED,SAP_ARIBA,2025-07-09 12:17:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000163,1,2025-07-09 14:00:00,SUP-006,SKU-0053,WH-DEL-02,577,145.28,SGD,2025-07-28 14:00:00,2025-07-24 14:00:00,CLOSED,SAP_ARIBA,2025-07-09 16:27:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000164,1,2025-07-10 14:00:00,SUP-003,SKU-0052,WH-BLR-04,415,40.92,AED,2025-07-23 14:00:00,2025-07-21 14:00:00,CLOSED,SAP_ARIBA,2025-07-10 16:11:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000165,1,2025-07-10 14:00:00,SUP-007,SKU-0129,WH-LKO-01,510,27.40,AED,2025-08-02 14:00:00,2025-07-24 14:00:00,CLOSED,SAP_ARIBA,2025-07-10 15:03:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000166,1,2025-07-11 08:00:00,SUP-005,SKU-0054,WH-BLR-04,457,47.77,EUR,2025-08-04 08:00:00,2025-07-29 08:00:00,CLOSED,SAP_ARIBA,2025-07-11 10:16:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000167,1,2025-07-11 12:00:00,SUP-001,SKU-0066,WH-MUM-03,514,53.36,USD,2025-07-24 12:00:00,2025-07-21 12:00:00,CLOSED,SAP_ARIBA,2025-07-11 12:08:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000168,1,2025-07-11 16:00:00,SUP-006,SKU-0083,wh-mum-03,477,121.92,USD,2025-07-29 16:00:00,2025-07-25 16:00:00,CLOSED,SAP_ARIBA,2025-07-15 16:08:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000169,1,2025-07-11 11:00:00,SUP-001,SKU-0146,WH-DEL-02,510,68.74,EUR,2025-07-27 11:00:00,2025-07-23 11:00:00,CLOSED,SAP_ARIBA,2025-07-11 11:53:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000170,1,2025-07-12 13:00:00,SUP-004,SKU-0091,WH-BLR-04,373,69.56,SGD,2025-07-28 13:00:00,2025-07-23 13:00:00,CLOSED,SAP_ARIBA,2025-07-13 14:47:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000171,1,2025-07-13 09:00:00,SUP-004,SKU-0091,WH-DEL-02,634,79.30,SGD,2025-07-30 09:00:00,2025-07-22 09:00:00,CLOSED,SAP_ARIBA,2025-07-13 09:41:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000172,1,2025-07-14 10:00:00,SUP-004,SKU-0099,WH-LKO-01,639,94.36,USD,2025-07-26 10:00:00,2025-07-23 10:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-07-14 12:51:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000173,1,2025-07-14 11:00:00,SUP-005,SKU-0137,WH-LKO-01,340,160.17,AED,2025-08-03 11:00:00,2025-07-29 11:00:00,CLOSED,SAP_ARIBA,2025-07-14 12:29:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000174,1,2025-07-14 13:00:00,SUP-001,SKU-0138,WH-LKO-01,341,81.29,AED,2025-07-27 13:00:00,2025-07-22 13:00:00,CLOSED,SAP_ARIBA,2025-07-14 15:19:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000175,1,2025-07-15 12:00:00,SUP-002, SKU-0002 ,WH-DEL-02,289,138.45,AED,2025-08-04 12:00:00,2025-07-28 12:00:00,CLOSED,SAP_ARIBA,2025-07-15 14:05:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000176,1,2025-07-15 15:00:00,SUP-006,SKU-0126,WH-BLR-04,587,111.99,USD,2025-08-05 15:00:00,2025-08-02 15:00:00,CLOSED,SAP_ARIBA,2025-07-15 17:14:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000177,1,2025-07-16 09:00:00,SUP-001,SKU-0150,WH-MUM-03,340,144.79,AED,2025-07-30 09:00:00,2025-07-27 09:00:00,CLOSED,SAP_ARIBA,2025-07-16 11:26:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000178,1,2025-07-17 11:00:00,SUP-004,SKU-0027,WH-MUM-03,663,119.58,AED,2025-08-12 11:00:00,2025-07-31 11:00:00,CLOSED,SAP_ARIBA,2025-07-17 11:49:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000179,1,2025-07-18 08:00:00,SUP-005,SKU-0107,WH-MUM-03,455,45.71,SGD,2025-08-03 08:00:00,2025-07-30 08:00:00,CLOSED,SAP_ARIBA,2025-07-18 09:14:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000180,1,2025-07-18 10:00:00,SUP-001,SKU-0134,WH-BLR-04,404,66.33,USD,2025-08-04 10:00:00,2025-07-30 10:00:00,CLOSED,SAP_ARIBA,2025-07-18 10:57:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000181,1,2025-07-19 10:00:00,SUP-004,SKU-0016,WH-BLR-04,370,94.81,SGD,2025-08-07 10:00:00,1754281800,CLOSED,SAP_ARIBA,2025-07-19 12:19:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000182,1,2025-07-19 10:00:00,SUP-001,SKU-0066,WH-BLR-04,207,49.92,USD,2025-08-04 10:00:00,2025-07-30 10:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-07-19 12:56:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000183,1,2025-07-20 12:00:00,SUP-008,SKU-0004,WH-MUM-03,492,135.98,AED,2025-08-16 12:00:00,2025-08-07 12:00:00,CLOSED,SAP_ARIBA,2025-07-20 13:34:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000184,1,2025-07-20 11:00:00,SUP-003,SKU-0028,WH-BLR-04,510,108.64,USD,08-05-2025,2025-07-31 11:00:00,CLOSED,SAP_ARIBA,2025-07-20 13:19:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000185,1,2025-07-21 16:00:00,SUP-003,SKU-0035,WH-MUM-03,422,144.85,AED,2025-08-02 16:00:00,2025-07-31 16:00:00,CLOSED,SAP_ARIBA,2025-07-21 17:06:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000186,1,2025-07-21 10:00:00,SUP-002,SKU-0102,WH-LKO-01,453,110.25,SGD,2025-08-08 10:00:00,2025-08-05 10:00:00,CLOSED,SAP_ARIBA,2025-07-21 10:55:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
PO-00000187,1,2025-07-21 10:00:00,SUP-006,SKU-0117,WH-MUM-03,321,95.89,EUR,2025-08-12 10:00:00,2025-08-03 10:00:00,CLOSED,SAP_ARIBA,2025-07-21 11:39:00,2026-08-05 02:59:59,BATCH_202507_RAW_PURCHASE_ORDERS
