shipment_id_raw,po_id_raw,tracking_id_raw,carrier_id_raw,supplier_handover_date_raw,ship_date_raw,expected_arrival_date_raw,destination_warehouse_id_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
SHP-00000101,PO-00000103,TRK-15301768,FedEx,2025-05-24 15:00:00,2025-05-24 15:00:00,2025-05-27 15:00:00,WH-DEL-02,SAP_TM,2025-05-24 16:49:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000102,PO-00000104,TRK-40436516,FedEx,2025-05-29 11:00:00,2025-05-29 11:00:00,2025-06-01 11:00:00,WH-DEL-02,SAP_TM,2025-05-29 13:21:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000103,PO-00000105,TRK-17167376,DHL Express,2025-05-26 12:00:00,2025-05-26 12:00:00,2025-05-28 12:00:00,WH-MUM-03,SAP_TM,2025-05-26 13:32:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000104,PO-00000106,TRK-45561202,Local-Post,2025-05-28 09:00:00,2025-05-28 09:00:00,2025-06-02 09:00:00,WH-BLR-04,SAP_TM,2025-05-28 11:04:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000105,PO-00000107,TRK-70444194,DHL Express,2025-05-26 15:00:00,2025-05-26 15:00:00,05-28-2025,WH-LKO-01,SAP_TM,2025-05-26 15:20:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000106,PO-00000108,N/A,Oceanic Freight,2025-05-28 14:00:00,2025-05-28 14:00:00,2025-06-06 14:00:00,WH-BLR-04,SAP_TM,2025-05-28 14:11:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000107,PO-00000109,TRK-82630838,FedEx,2025-06-06 11:00:00,2025-06-06 11:00:00,2025-06-09 11:00:00,WH-BLR-04,SAP_TM,2025-06-06 12:52:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000108,PO-00000110,TRK-36965667,Oceanic Freight,2025-05-29 10:00:00,2025-05-29 10:00:00,2025-06-07 10:00:00,WH-LKO-01,SAP_TM,2025-05-29 10:27:00,2026-08-05 02:59:59,BATCH_202505_RAW_INBOUND_SHIPMENTS
SHP-00000109,PO-00000111,TRK-83723548,Local-Post,2025-06-03 08:00:00,2025-06-03 08:00:00,2025-06-08 08:00:00,WH-BLR-04,SAP_TM,2025-06-03 09:55:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000110,PO-00000112,TRK-53419978,DHL Express,2025-06-11 14:00:00,2025-06-11 14:00:00,2025-06-13 14:00:00,WH-LKO-01,SAP_TM,2025-06-11 15:39:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000111,PO-00000113,TRK-91215569,Local-Post,2025-06-10 11:00:00,2025-06-10 11:00:00,2025-06-15 11:00:00,WH-MUM-03,SAP_TM,2025-06-10 11:51:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000112,PO-00000114,TRK-68648413,DHL Express,2025-06-10 15:00:00,2025-06-10 15:00:00,2025-06-12 15:00:00,WH-LKO-01,SAP_TM,2025-06-12 15:37:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000113,PO-00000115,TRK-23098370,fedex,2025-06-12 16:00:00,2025-06-12 16:00:00,2025-06-15 16:00:00,WH-LKO-01,SAP_TM,2025-06-12 18:56:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000114,PO-00000116,TRK-10398940,Local-Post,2025-06-17 13:00:00,2025-06-17 13:00:00,2025-06-22 13:00:00,WH-LKO-01,SAP_TM,2025-06-17 13:13:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000115,PO-00000117,TRK-86046737,Local-Post,2025-06-18 11:00:00,2025-06-18 11:00:00,2025-06-23 11:00:00,WH-BLR-04,SAP_TM,2025-06-18 11:08:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000116,PO-00000118,TRK-16864990,Oceanic Freight,2025-06-19 09:00:00,2025-06-19 09:00:00,2025-06-28 09:00:00,WH-MUM-03,SAP_TM,2025-06-19 10:04:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000117,PO-00000119,TRK-53817484,FedEx,2025-06-18 10:00:00,2025-06-18 10:00:00,2025-06-21 10:00:00,WH-BLR-04,SAP_TM,2025-06-18 10:12:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000118,PO-00000121,TRK-23413994,Oceanic Freight,2025-06-23 13:00:00,2025-06-23 13:00:00,2025-07-02 13:00:00,WH-BLR-04,SAP_TM,2025-06-23 14:10:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000119,PO-00000122,TRK-11369142,Local-Post,2025-07-01 16:00:00,2025-07-01 16:00:00,2025-07-06 16:00:00,WH-MUM-03,SAP_TM,2025-07-01 18:20:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000120,PO-00000123,TRK-96391205,Oceanic Freight,2025-06-21 09:00:00,2025-06-21 09:00:00,2025-06-30 09:00:00,WH-DEL-02,SAP_TM,2025-06-21 09:03:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000121,PO-00000124,TRK-36270951,FedEx,2025-06-28 14:00:00,2025-06-28 14:00:00,2025-07-01 14:00:00,WH-LKO-01,SAP_TM,2025-06-28 15:04:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000122,PO-00000125,TRK-23124279,DHL Express,2025-06-28 16:00:00,2025-06-28 16:00:00,2025-06-30 16:00:00,WH-LKO-01,SAP_TM,2025-06-28 18:37:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000123,PO-00000126,TRK-79546192,Oceanic Freight,2025-07-01 10:00:00,2025-07-01 10:00:00,2025-07-10 10:00:00,WH-LKO-01,SAP_TM,2025-07-01 10:58:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000124,PO-00000127,TRK-23251465,FedEx,2025-07-04 09:00:00,2025-07-04 09:00:00,2025-07-07 09:00:00,WH-BLR-04,SAP_TM,2025-07-04 09:47:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000125,PO-00000128,TRK-99021852,DHL Express,2025-06-27 10:00:00,2025-06-27 10:00:00,2025-06-29 10:00:00,WH-MUM-03,SAP_TM,2025-07-18 12:11:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000126,PO-00000129,TRK-92351932,FedEx,2025-07-01 14:00:00,2025-07-01T14:00:00+05:30,2025-07-04 14:00:00,WH-BLR-04,SAP_TM,2025-07-04 14:26:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000127,PO-00000131,TRK-94540111,FedEx,2025-06-27 14:00:00,2025-06-27 14:00:00,2025-06-30 14:00:00,WH-LKO-01,SAP_TM,2025-06-27 15:41:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000128,PO-00000132,TRK-61107455,Local-Post,2025-06-29 13:00:00,2025-06-29 13:00:00,2025-07-04 13:00:00,WH-BLR-04,SAP_TM,2025-06-29 13:30:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000129,PO-00000133,TRK-16346613,Local-Post,2025-07-02 09:00:00,2025-07-02 09:00:00,2025-07-07 09:00:00,WH-DEL-02,SAP_TM,2025-07-02 11:57:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000130,PO-00000134,TRK-21179654,FedEx,2025-07-07 09:00:00,2025-07-07 09:00:00,2025-07-10 09:00:00,WH-BLR-04,SAP_TM,2025-07-07 11:08:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000131,PO-00000135,TRK-94116106,DHL Express,2025-07-01 11:00:00,2025-07-01 11:00:00,2025-07-03 11:00:00,WH-LKO-01,SAP_TM,2025-07-01 11:56:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000132,PO-00000136,TRK-84776218,DHL Express,2025-06-27 16:00:00,2025-06-27 16:00:00,2025-06-29 16:00:00,WH-DEL-02,SAP_TM,2025-06-27 18:35:00,2026-08-05 02:59:59,BATCH_202506_RAW_INBOUND_SHIPMENTS
SHP-00000133,PO-00000137,TRK-87910442,Oceanic Freight,2025-07-08 15:00:00,2025-07-08 15:00:00,2025-07-17 15:00:00,WH-DEL-02,SAP_TM,2025-07-08 16:12:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000134,PO-00000138,TRK-81768178,Oceanic Freight,2025-07-07 12:00:00,2025-07-07 12:00:00,2025-07-16 12:00:00,WH-LKO-01,SAP_TM,2025-07-07 14:12:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000135,PO-00000139,TRK-11138757,DHL Express,2025-07-07 16:00:00,2025-07-07 16:00:00,2025-07-09 16:00:00,WH-LKO-01,SAP_TM,2025-07-07 16:49:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000136,PO-00000140,TRK-14987938,DHL Express,2025-07-03 15:00:00,2025-07-03 15:00:00,2025-07-05 15:00:00,WH-DEL-02,SAP_TM,2025-07-03 17:41:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000137,PO-00000141,TRK-31424280,DHL Express,2025-07-11 09:00:00,2025-07-11 09:00:00,2025-07-13 09:00:00,WH-LKO-01,SAP_TM,2025-07-11 10:53:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000138,PO-00000142,TRK-44318405,Oceanic Freight,2025-07-10 10:00:00,2025-07-10 10:00:00,2025-07-19 10:00:00,WH-LKO-01,SAP_TM,2025-07-10 11:50:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000139,PO-00000143,TRK-96467700,Local-Post,2025-07-10 13:00:00,07-10-2025,2025-07-15 13:00:00,WH-LKO-01,SAP_TM,2025-07-10 14:02:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000140,PO-00000144,TRK-42877159,DHL Express,2025-07-16 08:00:00,2025-07-16 08:00:00,2025-07-18 08:00:00,WH-BLR-04,SAP_TM,2025-07-16 08:14:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000141,PO-00000145,TRK-18725381,Oceanic Freight,2025-07-10 16:00:00,2025-07-10 16:00:00,2025-07-19 16:00:00,WH-BLR-04,SAP_TM,2025-07-10 18:32:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000142,PO-00000146,TRK-93379775,Oceanic Freight,2025-07-14 08:00:00,2025-07-14 08:00:00,2025-07-23 08:00:00,WH-DEL-02,SAP_TM,2025-07-14 09:10:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000143,PO-00000147,TRK-68130678,Local-Post,2025-07-11 11:00:00,2025-07-11 11:00:00,2025-07-16 11:00:00,WH-BLR-04,SAP_TM,2025-07-11 13:50:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000144,PO-00000148,TRK-48377885,DHL Express,2025-07-13 09:00:00,2025-07-13 09:00:00,2025-07-15 09:00:00,WH-DEL-02,SAP_TM,2025-07-13 10:40:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000145,PO-00000149,TRK-47153636,Local-Post,2025-07-12 14:00:00,2025-07-12 14:00:00,2025-07-17 14:00:00,WH-DEL-02,SAP_TM,2025-07-12 16:48:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000146,PO-00000150,TRK-60555854,FedEx,2025-07-17 08:00:00,2025-07-17 08:00:00,2025-07-20 08:00:00,WH-BLR-04,SAP_TM,2025-07-17 08:34:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000147,PO-00000151,TRK-72791891,DHL Express,2025-07-11 15:00:00,2025-07-11 15:00:00,2025-07-13 15:00:00,WH-LKO-01,SAP_TM,2025-07-11 16:47:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000148,PO-00000152,TRK-50493462,Local-Post,2025-07-16 13:00:00,2025-07-16 13:00:00,2025-07-21 13:00:00,WH-LKO-01,SAP_TM,2025-07-20 14:29:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000149,PO-00000153,TRK-35059258,Oceanic Freight,2025-07-22 16:00:00,2025-07-22 16:00:00,2025-07-31 16:00:00,WH-BLR-04,SAP_TM,2025-07-22 16:31:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000150,PO-00000154,TRK-71924297,FedEx,2025-07-18 14:00:00,2025-07-18 14:00:00,07-21-2025,WH-BLR-04,SAP_TM,2025-07-18 16:02:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000151,PO-00000155,TRK-38808317,FedEx,07-20-2025,2025-07-20 10:00:00,2025-07-23 10:00:00,WH-BLR-04,SAP_TM,2025-07-20 12:33:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000152,PO-00000156,TRK-90281316,Oceanic Freight,2025-07-12 13:00:00,2025-07-12 13:00:00,2025-07-21 13:00:00,WH-DEL-02,SAP_TM,2025-07-12 15:04:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000153,PO-00000157,TRK-35407598,DHL Express,2025-07-26 13:00:00,2025-07-26 13:00:00,2025-07-28 13:00:00,WH-BLR-04,SAP_TM,2025-07-26 14:55:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000154,PO-00000158,TRK-38931794,DHL Express,2025-07-19 08:00:00,2025-07-19 08:00:00,2025-07-21 08:00:00,WH-MUM-03,SAP_TM,2025-07-19 09:39:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000155,PO-00000159,TRK-74869342,Oceanic Freight,2025-07-19 13:00:00,2025-07-19 13:00:00,2025-07-28 13:00:00,WH-MUM-03,SAP_TM,2025-07-19 14:20:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000156,PO-00000160,TRK-78926802,Local-Post,2025-07-17 10:00:00,2025-07-17 10:00:00,2025-07-22 10:00:00,WH-DEL-02,SAP_TM,2025-07-17 10:30:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000157,PO-00000161,TRK-38510649,Oceanic Freight,2025-07-28 11:00:00,2025-07-28 11:00:00,2025-08-06 11:00:00,WH-BLR-04,SAP_TM,2025-07-28 12:05:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000158,PO-00000162,TRK-66196674, Local-Post ,2025-07-26 11:00:00,2025-07-26 11:00:00,2025-07-31 11:00:00,WH-MUM-03,SAP_TM,2025-07-26 12:11:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
N/A,PO-00000163,TRK-94975647,FedEx,2025-07-25 14:00:00,2025-07-25 14:00:00,2025-07-28 14:00:00,WH-DEL-02,SAP_TM,2025-07-25 16:24:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000160,PO-00000164,TRK-33245404,DHL Express,2025-07-21 14:00:00,2025-07-21 14:00:00,2025-07-23 14:00:00,WH-BLR-04,SAP_TM,2025-07-21 14:16:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000161,PO-00000165,trk-14583801,Local-Post,2025-07-28 14:00:00,2025-07-28 14:00:00,2025-08-02 14:00:00,WH-LKO-01,SAP_TM,2025-07-28 16:57:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000162,PO-00000166,TRK-39111337,FedEx,2025-08-01 08:00:00,2025-08-01 08:00:00,2025-08-04 08:00:00,WH-BLR-04,SAP_TM,2025-08-01 09:19:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000163,PO-00000167,TRK-71990648,FedEx,2025-07-21 12:00:00,2025-07-21 12:00:00,2025-07-24 12:00:00,WH-MUM-03,SAP_TM,2025-07-21 12:12:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000164,PO-00000168,TRK-15968288,FedEx,2025-07-26 16:00:00,2025-07-26 16:00:00,2025-07-29 16:00:00,WH-MUM-03,SAP_TM,2025-07-26 17:44:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000165,PO-00000169,TRK-81311148,FedEx,2025-07-24 11:00:00,2025-07-24 11:00:00,2025-07-27 11:00:00,WH-DEL-02,SAP_TM,2025-07-24 12:29:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000166,PO-00000170,TRK-48010967,FedEx,2025-07-25 13:00:00,2025-07-25 13:00:00,2025-07-28 13:00:00,WH-BLR-04,SAP_TM,2025-07-25 16:00:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000167,PO-00000171,TRK-85193515,FedEx,2025-07-27 09:00:00,27/07/2025,2025-07-30 09:00:00,WH-DEL-02,SAP_TM,2025-07-29 09:38:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000168,PO-00000172,TRK-99202611,FedEx,2025-07-23 10:00:00,2025-07-23T10:00:00+05:30,2025-07-26 10:00:00,WH-LKO-01,SAP_TM,2025-07-23 11:48:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000169,PO-00000173,TRK-99433167,FedEx,31/07/2025,2025-07-31 11:00:00,2025-08-03 11:00:00,WH-LKO-01,SAP_TM,2025-07-31 12:45:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000170,PO-00000174,TRK-34887184,Local-Post,2025-07-22 13:00:00,2025-07-22 13:00:00,2025-07-27 13:00:00,WH-LKO-01,SAP_TM,2025-07-22 15:45:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000171,PO-00000175,trk-56507275,FedEx,2025-08-01 12:00:00,2025-08-01 12:00:00,2025-08-04 12:00:00,WH-DEL-02,SAP_TM,2025-08-01 14:47:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000172,PO-00000176,TRK-70262334,DHL Express,2025-08-03 15:00:00,2025-08-03 15:00:00,2025-08-05 15:00:00,WH-BLR-04,SAP_TM,2025-08-03 17:49:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000173,PO-00000177,TRK-97560008, FedEx ,2025-07-27 09:00:00,07-27-2025,2025-07-30 09:00:00,WH-MUM-03,SAP_TM,2025-07-27 09:08:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000174,PO-00000178,TRK-62230505,Oceanic Freight,2025-08-03 11:00:00,2025-08-03 11:00:00,2025-08-12 11:00:00,WH-MUM-03,SAP_TM,2025-08-03 12:13:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000175,PO-00000179,TRK-88723013,FedEx,2025-07-31 08:00:00,2025-07-31 08:00:00,2025-08-03 08:00:00,WH-MUM-03,SAP_TM,2025-07-31 10:19:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000176,PO-00000180,TRK-65876818,Local-Post,2025-07-30T10:00:00Z,2025-07-30 10:00:00,2025-08-04 10:00:00,WH-BLR-04,SAP_TM,2025-07-30 10:24:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000177,PO-00000181,TRK-65404286,FedEx,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-07 10:00:00,WH-BLR-04,SAP_TM,2025-08-04 10:27:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000178,PO-00000182,TRK-56812504,Local-Post,30/07/2025,2025-07-30 10:00:00,2025-08-04 10:00:00,WH-BLR-04,SAP_TM,2025-07-30 11:59:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000179,PO-00000183,TRK-40093129,Oceanic Freight,2025-08-07 12:00:00,2025-08-07 12:00:00,2025-08-16 12:00:00,WH-MUM-03,SAP_TM,2025-08-07 13:38:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000180,PO-00000184,TRK-26978093,Local-Post,2025-07-31 11:00:00,2025-07-31 11:00:00,2025-08-05 11:00:00,WH-BLR-04,SAP_TM,2025-07-31 12:11:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000181,PO-00000185,TRK-81857784,DHL Express,2025-07-31 16:00:00,2025-07-31 16:00:00,2025-08-02 16:00:00,WH-MUM-03,SAP_TM,2025-07-31 17:36:00,2026-08-05 02:59:59,BATCH_202507_RAW_INBOUND_SHIPMENTS
SHP-00000182,PO-00000186,N/A,DHL Express,08-06-2025,2025-08-06 10:00:00,2025-08-08 10:00:00,WH-LKO-01,SAP_TM,2025-08-06 11:40:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000183,PO-00000187,TRK-32291035,Oceanic Freight,2025-08-03 10:00:00,2025-08-03T10:00:00Z,2025-08-12 10:00:00,WH-MUM-03,SAP_TM,2025-08-03 11:03:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000184,PO-00000188,TRK-52043113,Oceanic Freight,2025-08-01 15:00:00,2025-08-01 15:00:00,2025-08-10 15:00:00,WH-BLR-04,SAP_TM,2025-08-01 16:44:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000185,PO-00000189,TRK-36362322,Local-Post,2025-08-02 11:00:00,2025-08-02 11:00:00,2025-08-07 11:00:00,WH-BLR-04,SAP_TM,2025-08-02 13:15:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000186,PO-00000190,TRK-15976839,Local-Post,2025-08-02 15:00:00,2025-08-02 15:00:00,2025-08-07 15:00:00,WH-MUM-03,SAP_TM,2025-08-02 15:12:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000187,PO-00000191,TRK-83648773,FedEx,2025-08-04 11:00:00,2025-08-04 11:00:00,2025-08-07 11:00:00,WH-BLR-04,SAP_TM,2025-08-04 13:00:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000188,PO-00000192, TRK-99314479 ,Oceanic Freight,08-07-2025,2025-08-07 14:00:00,2025-08-16 14:00:00,WH-DEL-02,SAP_TM,2025-08-07 15:05:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000189,PO-00000193,TRK-47043897,DHL Express,2025-08-08 15:00:00,2025-08-08 15:00:00,2025-08-10 15:00:00,WH-LKO-01,SAP_TM,2025-08-08 16:35:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000190,PO-00000194,TRK-55436661,FedEx,2025-08-03 12:00:00,2025-08-03 12:00:00,2025-08-06 12:00:00,WH-LKO-01,SAP_TM,2025-08-03 14:22:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000191,PO-00000195,TRK-96480362,Local-Post,2025-08-11 10:00:00,2025-08-11 10:00:00,2025-08-16 10:00:00,WH-DEL-02,SAP_TM,2025-08-11 10:14:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000192,PO-00000197,TRK-71001851,DHL Express,2025-08-07 12:00:00,2025-08-07 12:00:00,2025-08-09 12:00:00,WH-MUM-03,SAP_TM,2025-08-07 12:16:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000193,PO-00000198,TRK-29393784,DHL Express,2025-08-14 10:00:00,2025-08-14 10:00:00,2025-08-16 10:00:00,WH-DEL-02,SAP_TM,2025-08-14 11:32:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000194,PO-00000199,TRK-55160367,Local-Post,2025-08-06 12:00:00,2025-08-06 12:00:00,2025-08-11 12:00:00,WH-DEL-02,SAP_TM,2025-08-06 12:02:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000195,PO-00000200,TRK-44877762,FedEx,2025-08-17 08:00:00,2025-08-17 08:00:00,2025-08-20 08:00:00,WH-BLR-04,SAP_TM,2025-08-17 08:10:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000196,PO-00000201,TRK-70694463,DHL Express,2025-08-14 12:00:00,2025-08-14 12:00:00,2025-08-16 12:00:00,WH-BLR-04,SAP_TM,2025-08-14 14:00:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000197,PO-00000202,TRK-29562406,Oceanic Freight,2025-08-09 15:00:00,2025-08-09 15:00:00,2025-08-18 15:00:00,WH-BLR-04,SAP_TM,2025-08-09 17:07:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000198,PO-00000204,TRK-51245107,Oceanic Freight,2025-08-15 12:00:00,2025-08-15 12:00:00,2025-08-24 12:00:00,WH-DEL-02,SAP_TM,2025-08-15 12:19:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000199,PO-00000205,TRK-58590659,Oceanic Freight,2025-08-15 14:00:00,2025-08-15 14:00:00,2025-08-24 14:00:00,WH-BLR-04,SAP_TM,2025-08-15 15:31:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000200,PO-00000206,TRK-78401609,DHL Express,2025-08-12 09:00:00,2025-08-12 09:00:00,2025-08-14 09:00:00,WH-DEL-02,SAP_TM,2025-08-12 11:57:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000201,PO-00000207,TRK-21250237,FedEx,2025-08-18 14:00:00,2025-08-18 14:00:00,2025-08-21 14:00:00,WH-MUM-03,SAP_TM,2025-08-18 15:19:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
