order_id_raw,order_line_raw,order_timestamp_raw,sku_id_raw,warehouse_id_raw,ordered_qty_raw,fulfilled_qty_raw,unit_price_foreign_raw,discount_amount_foreign_raw,currency_code_raw,status_raw,cancel_reason_raw,customer_promised_delivery_date_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
ORD-00008677,1,2025-05-24 19:13:00,SKU-0069,WH-MUM-03,1,1,254.41,0.00,SGD,COMPLETED,,2025-05-28 19:13:00,SHOPIFY_OMS,2025-05-24 19:53:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008678,1,2025-05-24 18:35:00,SKU-0066,WH-BLR-04,3,3,253.42,0.00,AED,COMPLETED,,2025-05-26 18:35:00,SHOPIFY_OMS,2025-05-24 20:51:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008679,1,2025-05-24 16:41:00,SKU-0066,wh-del-02,5,5,72.22,34.20,USD,COMPLETED,,2025-05-28 16:41:00,SHOPIFY_OMS,2025-05-24 18:35:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008680,1,2025-05-24 20:26:00,SKU-0145,WH-BLR-04,9,9,111.38,0.00,SGD,COMPLETED,,2025-05-29 20:26:00,SHOPIFY_OMS,2025-05-24 22:32:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008681,1,2025-05-24 16:48:00,SKU-0123,WH-DEL-02,6,6,120.34,0.00,EUR,COMPLETED,,45805,SHOPIFY_OMS,2025-05-24 19:14:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008682,1,2025-05-24 08:21:00,SKU-0052,WH-MUM-03,2,2,13.48,1.39,EUR,COMPLETED,,2025-05-26 08:21:00,SHOPIFY_OMS,2025-05-24 09:09:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008683,1,2025-05-24 19:26:00,SKU-0049,,4,4,107.92,0.00,EUR,COMPLETED,,2025-05-26 19:26:00,SHOPIFY_OMS,2025-05-24 20:07:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008684,1,2025-05-24 20:19:00,SKU-0132,WH-LKO-01,15,15,83.09,72.69,USD,COMPLETED,,2025-05-26 20:19:00,SHOPIFY_OMS,2025-05-24 22:06:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008685,1,2025-05-24 10:18:00,SKU-0066,WH-BLR-04,6,6,62.90,0.00,EUR,COMPLETED,,2025-05-29 10:18:00,SHOPIFY_OMS,2025-05-24 12:22:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008686,1,2025-05-24 21:11:00,SKU-0066,WH-BLR-04,4,4,84.46,0.00,SGD,COMPLETED,,2025-05-29 21:11:00,SHOPIFY_OMS,2025-05-24 23:36:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008687,1,2025-05-24 19:28:00,SKU-0123,WH-DEL-02,3,3,168.98,0.00,SGD,COMPLETED,,2025-05-27 19:28:00,SHOPIFY_OMS,2025-05-24 20:27:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008688,1,2025-05-24 12:01:00,SKU-0145,WH-MUM-03,3,3,81.88,3.96,USD,COMPLETED,,2025-05-26 12:01:00,SHOPIFY_OMS,2025-05-24 13:49:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008689,1,2025-05-24 18:00:00,SKU-0082,WH-MUM-03,6,6,11.90,0.00,USD,COMPLETED,,2025-05-28 18:00:00,SHOPIFY_OMS,2025-05-24 20:01:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008690,1,2025-05-24 15:47:00,SKU-0031,WH-MUM-03,1,1,710.72,37.66,AED,COMPLETED,,2025-05-29 15:47:00,SHOPIFY_OMS,2025-06-09 16:40:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008691,1,2025-05-24 14:10:00,SKU-0069,WH-BLR-04,1,1,173.76,0.00,EUR,COMPLETED,,2025-05-26 14:10:00,SHOPIFY_OMS,2025-05-24 14:48:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008692,1,2025-05-24 11:36:00,SKU-0032,WH-LKO-01,4,4,91.43,0.00,USD,COMPLETED,,2025-05-27 11:36:00,SHOPIFY_OMS,2025-05-24 14:20:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008693,1,2025-05-24 16:39:00,SKU-0097,,5,5,275.47,22.69,SGD,COMPLETED,,2025-05-29 16:39:00,SHOPIFY_OMS,2025-05-24 17:55:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008694,1,2025-05-24 12:12:00,SKU-0081,WH-DEL-02,7,7,123.87,70.68,EUR,COMPLETED,,2025-05-28 12:12:00,SHOPIFY_OMS,2025-05-24 14:26:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008695,1,2025-05-24 09:34:00,SKU-0069,WH-BLR-04,9,9,153.28,0.00,EUR,COMPLETED,,2025-05-28 09:34:00,SHOPIFY_OMS,2025-05-24 09:35:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008696,1,2025-05-24 19:32:00,SKU-0057,WH-BLR-04,6,6,105.25,0.00,USD,COMPLETED,,2025-05-29 19:32:00,SHOPIFY_OMS,2025-05-24 20:51:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008697,1,2025-05-24 12:24:00,SKU-0057,WH-LKO-01,5,5,110.33,0.00,EUR,COMPLETED,,2025-05-29 12:24:00,SHOPIFY_OMS,2025-05-24 14:42:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008698,1,2025-05-24 14:07:00,SKU-0093,WH-MUM-03,1,1,252.71,0.00,AED,COMPLETED,,2025-05-26 14:07:00,SHOPIFY_OMS,2025-05-24 14:40:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008699,1,2025-05-24 10:41:00,SKU-0093,WH-BLR-04,3,3,274.85,74.73,AED,COMPLETED,,2025-05-28 10:41:00,SHOPIFY_OMS,2025-05-24 12:06:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008700,1,2025-05-24 10:59:00,SKU-0014,wh-lko-01,11,11,138.32,0.00,SGD,COMPLETED,,2025-05-28 10:59:00,SHOPIFY_OMS,2025-05-24 13:20:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008701,1,2025-05-24 15:42:00,SKU-0066,,3,3,60.51,0.00,USD,COMPLETED,,2025-05-29 15:42:00,SHOPIFY_OMS,2025-05-24 16:49:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008702,1,2025-05-24 17:36:00,SKU-0060,WH-BLR-04,3,3,36.31,3.12,EUR,COMPLETED,,2025-05-28 17:36:00,SHOPIFY_OMS,2025-06-03 19:59:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008703,1,2025-05-24 11:43:00, SKU-0082 ,WH-BLR-04,11,11,12.28,1.67,USD,COMPLETED,,2025-05-27 11:43:00,SHOPIFY_OMS,2025-05-24 13:29:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008704,1,2025-05-24 13:27:00,SKU-0099,WH-MUM-03,1,1,116.54,0.00,USD,COMPLETED,,2025-05-27 13:27:00,SHOPIFY_OMS,2025-05-24 16:08:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008705,1,2025-05-24 12:46:00,SKU-0031,WH-MUM-03,7,7,700.90,0.00,AED,COMPLETED,,2025-05-28 12:46:00,SHOPIFY_OMS,2025-05-24 15:13:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008706,1,2025-05-24 11:57:00,SKU-0019,WH-BLR-04,3,3,30.65,0.00,SGD,COMPLETED,,2025-05-26 11:57:00,SHOPIFY_OMS,2025-05-24 14:38:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008707,1,2025-05-24 12:08:00,SKU-0100,WH-LKO-01,1,1,216.04,0.00,AED,COMPLETED,,2025-05-29 12:08:00,SHOPIFY_OMS,2025-05-24 15:03:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008708,1,2025-05-24 14:28:00,SKU-0028,WH-BLR-04,7,7,137.21,96.79,EUR,COMPLETED,,2025-05-27 14:28:00,SHOPIFY_OMS,2025-05-24 16:07:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008709,1,2025-05-24 14:36:00,SKU-0132,WH-BLR-04,2,2,86.03,13.75,EUR,COMPLETED,,2025-05-26 14:36:00,SHOPIFY_OMS,2025-05-24 16:58:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008710,1,2025-05-24 13:48:00,SKU-0020,WH-LKO-01,7,7,147.04,0.00,USD,COMPLETED,,2025-05-27 13:48:00,SHOPIFY_OMS,2025-05-24 15:54:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008711,1,2025-05-24 16:06:00,SKU-0037,WH-MUM-03,5,5,13.32,0.00,EUR,COMPLETED,,2025-05-29 16:06:00,SHOPIFY_OMS,2025-05-24 16:45:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008712,1,2025-05-24 07:48:00,sku-0111,WH-MUM-03,4,4,51.23,0.00,EUR,COMPLETED,,2025-05-26 07:48:00,SHOPIFY_OMS,2025-05-24 08:26:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008713,1,2025-05-24 13:03:00,SKU-0066,,4,4,63.37,0.00,EUR,COMPLETED,,2025-05-28 13:03:00,SHOPIFY_OMS,2025-05-24 13:38:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008714,1,2025-05-24 20:47:00,SKU-0145,WH-MUM-03,3,3,78.34,25.52,USD,COMPLETED,,2025-05-26 20:47:00,SHOPIFY_OMS,2025-05-24 22:07:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008715,1,2025-05-24 20:58:00,SKU-0060,WH-BLR-04,2,2,33.78,0.00,EUR,COMPLETED,,2025-05-26 20:58:00,SHOPIFY_OMS,2025-05-29 21:41:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008716,1,2025-05-24 15:47:00,SKU-0066,WH-DEL-02,1,1,237.02,0.00,AED,COMPLETED,,2025-05-27 15:47:00,SHOPIFY_OMS,2025-05-24 18:46:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008717,1,2025-05-24 08:23:00,SKU-0026,WH-MUM-03,1,1,35.95,0.00,USD,COMPLETED,,2025-05-29 08:23:00,SHOPIFY_OMS,2025-05-24 11:21:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
 ORD-00008718 ,1,2025-05-24 20:23:00,SKU-0047,WH-BLR-04,6,6,21.76,0.00,EUR,COMPLETED,,28/05/2025,SHOPIFY_OMS,2025-05-24 20:30:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008719,1,05-24-2025,SKU-0019,WH-BLR-04,5,5,23.88,0.00,USD,COMPLETED,,2025-05-26 09:53:00,SHOPIFY_OMS,2025-05-24 11:20:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008720,1,2025-05-24 21:37:00,SKU-0096,WH-DEL-02,2,2,14.81,0.00,EUR,COMPLETED,,2025-05-28 21:37:00,SHOPIFY_OMS,2025-05-25 00:37:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008721,1,2025-05-24 21:41:00,SKU-0117,WH-BLR-04,10,10,524.31,0.00,AED,COMPLETED,,2025-05-29 21:41:00,SHOPIFY_OMS,2025-05-24 22:52:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008722,1,2025-05-24 08:41:00,SKU-0067,WH-LKO-01,19,19,131.27,235.59,SGD,COMPLETED,,2025-05-27 08:41:00,SHOPIFY_OMS,2025-05-24 11:04:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008723,1,2025-05-24 19:32:00,SKU-0057,WH-LKO-01,8,8,120.02,0.00,USD,COMPLETED,,2025-05-26 19:32:00,SHOPIFY_OMS,2025-05-24 22:09:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008724,1,2025-05-24 17:55:00,SKU-0117,,11,11,486.54,0.00,AED,COMPLETED,,2025-05-29 17:55:00,SHOPIFY_OMS,2025-05-24 18:11:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008725,1,2025-05-24 14:08:00,SKU-0006,WH-LKO-01,3,3,23.01,0.00,USD,COMPLETED,,2025-05-27 14:08:00,SHOPIFY_OMS,2025-05-24 16:46:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008726,1,2025-05-24 17:09:00,SKU-0066,WH-LKO-01,5,5,84.83,0.00,SGD,COMPLETED,,2025-05-26 17:09:00,SHOPIFY_OMS,2025-05-24 17:17:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008727,1,2025-05-24 07:23:00,SKU-0055,WH-DEL-02,2,2,123.76,0.00,USD,COMPLETED,,2025-05-29 07:23:00,SHOPIFY_OMS,2025-05-24 09:05:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008728,1,2025-05-24 09:45:00,SKU-0073,WH-BLR-04,4,4,15.21,0.00,EUR,COMPLETED,,2025-05-28T09:45:00+05:30,SHOPIFY_OMS,2025-05-24 09:48:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008729,1,2025-05-24 17:50:00,SKU-0066,WH-MUM-03,12,12,238.51,0.00,AED,COMPLETED,,2025-05-27 17:50:00,SHOPIFY_OMS,2025-05-24 20:07:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008730,1,2025-05-24 10:09:00,SKU-0051,WH-MUM-03,1,1,150.71,0.00,EUR,COMPLETED,,2025-05-28 10:09:00,SHOPIFY_OMS,2025-05-24 10:16:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008731,1,2025-05-25 09:33:00,SKU-0126,WH-DEL-02,3,3,139.76,0.00,USD,COMPLETED,,2025-05-28 09:33:00,SHOPIFY_OMS,2025-05-25 09:52:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008732,1,2025-05-25 11:09:00,SKU-0079,WH-BLR-04,6,6,35.20,0.00,SGD,COMPLETED,,2025-05-29 11:09:00,SHOPIFY_OMS,2025-05-25 12:58:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008733,1,2025-05-25 20:23:00,SKU-0148,WH-LKO-01,6,6,230.85,0.00,SGD,COMPLETED,,2025-05-28 20:23:00,SHOPIFY_OMS,2025-05-25 23:18:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008734,1,2025-05-25 10:50:00,SKU-0039,WH-MUM-03,1,1,94.91,0.00,SGD,COMPLETED,,2025-05-30 10:50:00,SHOPIFY_OMS,2025-05-25 13:35:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008735,1,2025-05-25 16:35:00,SKU-0035,WH-BLR-04,7,7,42.59,0.00,EUR,COMPLETED,,2025-05-28 16:35:00,SHOPIFY_OMS,2025-05-25 19:25:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008736,1,2025-05-25 12:24:00,SKU-0111,WH-BLR-04,6,6,76.74,0.00,SGD,COMPLETED,,2025-05-30 12:24:00,SHOPIFY_OMS,2025-05-25 14:27:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008737,1,2025-05-25 16:44:00,SKU-0004,WH-LKO-01,3,3,42.13,6.49,EUR,COMPLETED,,2025-05-28 16:44:00,SHOPIFY_OMS,2025-05-25 18:16:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008738,1,2025-05-25 19:28:00,SKU-0093,WH-LKO-01,1,1,73.55,0.00,USD,COMPLETED,,2025-05-29 19:28:00,SHOPIFY_OMS,2025-05-25 21:12:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008739,1,2025-05-25 18:20:00,SKU-0093,WH-LKO-01,8,8,62.54,45.69,EUR,COMPLETED,,2025-05-27 18:20:00,SHOPIFY_OMS,2025-05-25 21:05:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008740,1,2025-05-25 12:00:00,SKU-0093,WH-LKO-01,1,1,77.56,0.00,USD,COMPLETED,,2025-05-27 12:00:00,SHOPIFY_OMS,2025-05-25 14:59:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008741,1,2025-05-25 17:59:00,SKU-0069,WH-MUM-03,6,6,175.23,19.66,EUR,COMPLETED,,2025-05-27 17:59:00,SHOPIFY_OMS,2025-05-25 18:23:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008742,1,2025-05-25 10:48:00,SKU-0099,WH-DEL-02,2,2,423.35,70.04,AED,COMPLETED,,2025-05-29 10:48:00,SHOPIFY_OMS,2025-05-25 13:33:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008743,1,2025-05-25 08:42:00,SKU-0110,WH-BLR-04,1,1,42.18,0.20,SGD,COMPLETED,,2025-05-28 08:42:00,SHOPIFY_OMS,2025-05-25 09:03:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008744,1,2025-05-25 15:43:00,SKU-0066,WH-DEL-02,4,4,228.53,95.16,AED,COMPLETED,,2025-05-30 15:43:00,SHOPIFY_OMS,2025-05-25 17:43:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008745,1,2025-05-25 15:39:00,SKU-0111,WH-MUM-03,1,1,60.59,0.00,USD,COMPLETED,,2025-05-29 15:39:00,SHOPIFY_OMS,2025-05-25 16:32:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008746,1,2025-05-25 17:23:00,SKU-0035,WH-BLR-04,5,5,189.74,55.65,AED,COMPLETED,,2025-05-30 17:23:00,SHOPIFY_OMS,2025-05-25 17:45:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008747,1,2025-05-25 21:18:00,SKU-0057,WH-MUM-03,5,5,108.90,0.00,USD,COMPLETED,,2025-05-29 21:18:00,SHOPIFY_OMS,2025-05-25 23:17:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008748,1,2025-05-25 14:10:00,SKU-0093,WH-MUM-03,8,8,249.82,0.00,AED,COMPLETED,,2025-05-30 14:10:00,SHOPIFY_OMS,2025-05-25 15:46:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008749,1,2025-05-25 11:13:00,SKU-0014,WH-LKO-01,2,2,110.27,12.76,USD,COMPLETED,,2025-05-30 11:13:00,SHOPIFY_OMS,2025-05-25 12:18:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008750,1,2025-05-25 19:35:00,SKU-0066,,8,8,58.90,0.00,EUR,COMPLETED,,2025-05-28 19:35:00,SHOPIFY_OMS,2025-05-25 22:25:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008751,1,2025-05-25 16:33:00,SKU-0068,WH-MUM-03,9,9,85.46,0.00,EUR,COMPLETED,,2025-05-29 16:33:00,SHOPIFY_OMS,2025-05-25 17:02:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008752,1,2025-05-25 16:51:00,SKU-0048,WH-BLR-04,2,2,59.62,12.62,SGD,COMPLETED,,2025-05-29 16:51:00,SHOPIFY_OMS,2025-05-25 18:45:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008753,1,2025-05-25 12:34:00,SKU-0145,WH-LKO-01,4,4,290.55,104.38,AED,COMPLETED,,2025-05-27 12:34:00,SHOPIFY_OMS,2025-05-25 15:33:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008754,1,2025-05-25 12:00:00,SKU-0066,WH-MUM-03,3,3,84.20,0.00,SGD,COMPLETED,,2025-05-30 12:00:00,SHOPIFY_OMS,2025-05-25 12:22:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008755,1,2025-05-25 07:18:00,SKU-0122,WH-BLR-04,2,2,76.97,0.00,USD,COMPLETED,,2025-05-28 07:18:00,SHOPIFY_OMS,2025-05-25 08:10:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008756,1,2025-05-25 19:53:00,SKU-0066,WH-MUM-03,4,4,83.78,0.00,SGD,COMPLETED,,2025-05-29 19:53:00,SHOPIFY_OMS,2025-05-25 20:47:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008757,1,2025-05-25 19:29:00,SKU-0145,WH-LKO-01,1,1,88.30,0.00,USD,COMPLETED,,2025-05-30 19:29:00,SHOPIFY_OMS,2025-05-25 21:50:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008758,1,2025-05-25 10:31:00,SKU-0054,WH-BLR-04,8,8,83.85,0.00,SGD,COMPLETED,,2025-05-28 10:31:00,SHOPIFY_OMS,2025-05-25 12:02:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008759,1,2025-05-25 12:37:00,SKU-0132,WH-MUM-03,4,4,90.10,0.00,USD,COMPLETED,,2025-05-27 12:37:00,SHOPIFY_OMS,2025-05-25 15:06:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008760,1,2025-05-25 09:32:00,SKU-0052,,5,5,19.57,0.00,SGD,COMPLETED,,2025-05-27 09:32:00,SHOPIFY_OMS,2025-05-25 12:22:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008761,1,2025-05-25 14:34:00,SKU-0037,WH-BLR-04,7,7,52.02,1.36,AED,COMPLETED,,2025-05-27 14:34:00,SHOPIFY_OMS,2025-05-25 15:22:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008762,1,2025-05-25 16:56:00,SKU-0109,WH-MUM-03,2,2,106.00,0.00,AED,COMPLETED,,2025-05-30 16:56:00,SHOPIFY_OMS,2025-05-25 17:49:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008763,1,2025-05-25 17:16:00,SKU-0059,WH-MUM-03,6,6,36.07,11.56,EUR,COMPLETED,,2025-05-29 17:16:00,SHOPIFY_OMS,2025-05-25 17:59:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008764,1,2025-05-25 12:37:00,SKU-0066,WH-LKO-01,3,3,94.38,0.00,SGD,COMPLETED,,2025-05-28 12:37:00,SHOPIFY_OMS,2025-05-25 13:35:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008765,1,2025-05-25 16:33:00,SKU-0145,WH-DEL-02,4,4,123.57,47.07,SGD,COMPLETED,,2025-05-27 16:33:00,SHOPIFY_OMS,2025-05-25 18:58:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008766,1,2025-05-25 20:43:00,SKU-0063,WH-MUM-03,2,2,98.36, 0.00 USD ,USD,COMPLETED,,2025-05-28 20:43:00,SHOPIFY_OMS,2025-05-25 21:13:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008767,1,2025-05-25 16:45:00,SKU-0067,WH-MUM-03,2,2,93.73,13.18,USD,COMPLETED,,05-29-2025,SHOPIFY_OMS,2025-06-16 17:49:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008768,1,2025-05-25 12:30:00,SKU-0073,WH-MUM-03,2,2,15.39,3.11,USD,COMPLETED,,2025-05-29 12:30:00,SHOPIFY_OMS,2025-05-25 12:56:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008769,1,2025-05-25 13:49:00,SKU-0037,WH-MUM-03,3,3,18.60,0.00,SGD,COMPLETED,,2025-05-28 13:49:00,SHOPIFY_OMS,2025-05-25 14:58:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008770,1,2025-05-25 13:27:00,SKU-0057,WH-DEL-02,1,1,117.74,0.00,USD,COMPLETED,,2025-05-30 13:27:00,SHOPIFY_OMS,2025-05-25 14:47:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008771,1,2025-05-25 20:53:00,SKU-0081,WH-LKO-01,4,4,481.54,0.00,AED,COMPLETED,,2025-05-29 20:53:00,SHOPIFY_OMS,2025-05-25 21:28:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008772,1,2025-05-25 15:42:00,SKU-0023,WH-LKO-01,4,4,162.25,60.65,EUR,COMPLETED,,2025-05-30 15:42:00,SHOPIFY_OMS,2025-05-25 16:40:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008773,1,2025-05-25 11:06:00,SKU-0051,WH-MUM-03,8,8,616.30,0.00,AED,COMPLETED,,2025-05-29 11:06:00,SHOPIFY_OMS,2025-05-25 13:15:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008774,1,2025-05-25 18:23:00,SKU-0066,,5,5,57.43,0.00,EUR,COMPLETED,,2025-05-30 18:23:00,SHOPIFY_OMS,2025-05-25 18:49:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008775,1,2025-05-25 20:28:00,SKU-0132,WH-MUM-03,6,6,108.70,0.00,SGD,COMPLETED,,2025-05-29 20:28:00,SHOPIFY_OMS,2025-05-25 20:59:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008776,1,2025-05-25 18:45:00,SKU-0145,WH-LKO-01,4,4,79.63,0.00,USD,COMPLETED,,2025-05-27 18:45:00,SHOPIFY_OMS,2025-05-25 19:52:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008777,1,2025-05-25 09:10:00,SKU-0037,WH-MUM-03,3,3,20.95,0.00,SGD,COMPLETED,,2025-05-29 09:10:00,SHOPIFY_OMS,2025-05-25 10:42:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
ORD-00008778,1,2025-05-25 11:18:00,SKU-0093,WH-LKO-01,3,3,245.18,0.00,AED,COMPLETED,,2025-05-29 11:18:00,SHOPIFY_OMS,2025-05-25 13:35:00,2026-08-05 02:59:59,BATCH_202505_RAW_SALES_ORDERS
