sku_id_raw,category_raw,brand_raw,pack_size_raw,product_status_raw,effective_from_raw,effective_to_raw,is_current_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
SKU-0105,Home,Brand-B,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0106,Home,Brand-E,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0107,Apparel,Brand-D,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0108,Electronics,Brand-E,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0109,Home,Brand-B,Pallet,ACTIVE,2025-01-01 00:00:00,2025-12-15 00:00:00,False,ERP_MDM,2025-01-01 01:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0109,Industrial,Brand-B,Pallet,ACTIVE,2025-12-16 00:00:00,,True,ERP_MDM,2025-12-16 00:06:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
SKU-0110,Electronics,Brand-A,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0111,Home,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0112,Home,Brand-D,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-11-16 00:00:00,False,ERP_MDM,2025-01-01 01:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0112,Industrial,Brand-D,Pallet,ACTIVE,2025-11-17 00:00:00,,True,ERP_MDM,2025-11-17 00:13:00,2026-08-05 02:59:59,BATCH_202511_RAW_PRODUCT_MASTER_SCD
SKU-0113,Electronics,Brand-B,Pallet,ACTIVE,45658,,True,ERP_MDM,2025-01-01 00:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0114,Industrial,Brand-D,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:13:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0115,Apparel,Brand-A,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0116,Industrial,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-03 00:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0117,Industrial,Brand-D,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0118,Home,Brand-C,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-12-08 00:00:00,False,ERP_MDM,2025-01-01 00:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0118,Apparel,Brand-C,6-Pack,ACTIVE,2025-12-09 00:00:00,,True,ERP_MDM,2025-12-09 02:49:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
SKU-0119,Industrial,Brand-B,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0120,Electronics,Brand-C,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0121,Electronics,Brand-C,6-Pack,ACTIVE,2025-01-01 00:00:00,2025-12-05 00:00:00,False,ERP_MDM,2025-01-01 02:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0121,Industrial,Brand-C,6-Pack,ACTIVE,2025-12-06 00:00:00,,True,ERP_MDM,2025-12-06 00:22:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
SKU-0122,Industrial,Brand-E,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0123,Home,Brand-D,6-Pack,ACTIVE,2025-01-01 00:00:00,2025-09-18 00:00:00,False,ERP_MDM,2025-01-01 01:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0123,Apparel,Brand-D,6-Pack,ACTIVE,2025-09-19 00:00:00,,True,ERP_MDM,2025-09-19 01:12:00,2026-08-05 02:59:59,BATCH_202509_RAW_PRODUCT_MASTER_SCD
SKU-0124,Home,Brand-C,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-11-26 00:00:00,False,ERP_MDM,2025-01-01 00:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0124,Electronics,Brand-C,6-Pack,ACTIVE,2025-11-27T00:00:00Z,,True,ERP_MDM,2025-11-27 00:05:00,2026-08-05 02:59:59,BATCH_202511_RAW_PRODUCT_MASTER_SCD
SKU-0125,Apparel,Brand-E,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0126,Industrial,Brand-A,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-10-12 00:00:00,False,ERP_MDM,2025-01-01 00:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0126,Apparel,Brand-A,Case,ACTIVE,2025-10-13 00:00:00,,True,ERP_MDM,2025-10-13 01:59:00,2026-08-05 02:59:59,BATCH_202510_RAW_PRODUCT_MASTER_SCD
SKU-0127,Industrial,Brand-B,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-20 01:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0128,Industrial,Brand-C,1-Pack,ACTIVE,2025-01-01 00:00:00,01-13-2026,False,ERP_MDM,2025-01-05 00:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0128,Apparel,Brand-C,12-Pack,ACTIVE,2026-01-14 00:00:00,,True,ERP_MDM,2026-01-14 02:45:00,2026-08-05 02:59:59,BATCH_202601_RAW_PRODUCT_MASTER_SCD
SKU-0129,Home,Brand-E,Pallet,ACTIVE,2025-01-01 00:00:00,2026-02-04 00:00:00,False,ERP_MDM,2025-01-01 02:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0129,Apparel,Brand-E,1-Pack,ACTIVE,2026-02-05 00:00:00,,True,ERP_MDM,2026-02-05 00:08:00,2026-08-05 02:59:59,BATCH_202602_RAW_PRODUCT_MASTER_SCD
SKU-0130,Apparel,Brand-D,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:13:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0131,Home,Brand-B,Case,ACTIVE,2025-01-01 00:00:00,2025-10-23 00:00:00,False,ERP_MDM,2025-01-01 00:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0131,Apparel,Brand-B,Pallet,ACTIVE,2025-10-24 00:00:00,,True,ERP_MDM,2025-10-24 01:35:00,2026-08-05 02:59:59,BATCH_202510_RAW_PRODUCT_MASTER_SCD
SKU-0132,Industrial,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0133,Apparel,Brand-D,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:19:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0134,Apparel,Brand-A,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0135,Apparel,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0136,Home,Brand-B,Case,DISCONTINUED,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0137,Home,Brand-E,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0138,Electronics,Brand-D,1-Pack, ACTIVE ,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0139,Electronics,Brand-C,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-12-15 00:00:00,False,ERP_MDM,2025-01-01 01:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0139,Industrial,Brand-C,12-Pack,ACTIVE,2025-12-16 00:00:00,,True,ERP_MDM,2025-12-16 01:52:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
SKU-0140,Industrial,Brand-E,1-Pack,ACTIVE,2025-01-01 00:00:00,2025-11-10 00:00:00,False,ERP_MDM,2025-01-01 02:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0140,Apparel,Brand-E,6-Pack,ACTIVE,2025-11-11 00:00:00,,True,ERP_MDM,2025-11-11 02:13:00,2026-08-05 02:59:59,BATCH_202511_RAW_PRODUCT_MASTER_SCD
SKU-0141,Home,Brand-E,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0142,Home,Brand-D,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0143,Home,Brand-B,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0144,Electronics,Brand-A,1-Pack,ACTIVE,2025-01-01 00:00:00,2026-02-21T00:00:00Z,False,ERP_MDM,2025-01-01 02:38:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0144,Apparel,Brand-A,6-Pack,ACTIVE,2026-02-22 00:00:00,,True,ERP_MDM,2026-02-22 02:46:00,2026-08-05 02:59:59,BATCH_202602_RAW_PRODUCT_MASTER_SCD
SKU-0145,Apparel,Brand-B,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0146,Industrial,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-03 00:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0147,Apparel,Brand-E,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0148,Electronics,Brand-B,12-Pack,ACTIVE,2025-01-01T00:00:00Z,,True,ERP_MDM,2025-01-01 02:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0149,Industrial,Brand-C,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0150,Electronics,Brand-C,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0034,Apparel,Brand-C,1-Pack,ACTIVE,2025-01-11T00:00:00Z,,True,ERP_MDM,2025-01-11 00:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0017,Electronics,Brand-C,6-Pack,DISCONTINUED,2025-01-11 00:00:00,,True,ERP_MDM,2025-01-11 01:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
