movement_id_raw,movement_timestamp_raw,sku_id_raw,from_warehouse_id_raw,to_warehouse_id_raw,movement_type_raw,quantity_raw,reference_id_raw,transfer_id_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
MOV-00007710,2025-04-26 10:22:00,SKU-0028,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00006940,,BLUEYONDER_WMS,2025-04-26 11:47:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007711,2025-04-26 15:42:00,SKU-0057,WH-LKO-01,CUSTOMER,SALE,-2,ORD-00006941,,BLUEYONDER_WMS,2025-04-26 16:48:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007712,2025-04-26 21:20:00,SKU-0093,WH-LKO-01,CUSTOMER,SALE,-21,ORD-00006942,,BLUEYONDER_WMS,2025-04-26 22:33:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007713,2025-04-26 23:52:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-1,ORD-00006943,,BLUEYONDER_WMS,2025-04-27 00:02:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007714,2025-04-26 23:37:00,SKU-0009,WH-BLR-04,CUSTOMER,SALE,-1,ORD-00006944,,BLUEYONDER_WMS,2025-04-27 01:53:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007715,2025-04-26 12:14:00,SKU-0006,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00006945,,BLUEYONDER_WMS,2025-04-26 12:29:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007716,2025-04-26 19:47:00,SKU-0100,WH-LKO-01,CUSTOMER,SALE,-5,ORD-00006946,,BLUEYONDER_WMS,2025-04-26 21:59:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007717,2025-04-26 12:48:00,SKU-0003,WH-DEL-02,CUSTOMER,SALE,-6,ORD-00006947,,BLUEYONDER_WMS,2025-04-26 13:10:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007718,2025-04-26 19:01:00,SKU-0013,WH-LKO-01,CUSTOMER,SALE,-1,ORD-00006948,,BLUEYONDER_WMS,2025-04-26 20:54:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007719,2025-04-26T12:01:00Z,SKU-0024,WH-DEL-02,CUSTOMER,SALE,-3,ORD-00006949,,BLUEYONDER_WMS,2025-04-26 14:15:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007720,2025-04-26 11:48:00,SKU-0035,WH-MUM-03,CUSTOMER,SALE,-6,ORD-00006950,,BLUEYONDER_WMS,2025-04-26 12:51:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007721,2025-04-26 20:47:00,SKU-0082,WH-MUM-03,CUSTOMER,SALE,-1,ORD-00006951,,BLUEYONDER_WMS,2025-04-26 21:15:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007722,2025-04-26 14:58:00,SKU-0075,WH-MUM-03,CUSTOMER,SALE,-5,ORD-00006952,,BLUEYONDER_WMS,2025-04-26 17:28:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007723,2025-04-26 14:04:00,SKU-0108,WH-MUM-03,CUSTOMER,SALE,-5,ORD-00006953,,BLUEYONDER_WMS,2025-04-26 15:57:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007724,2025-04-26 17:38:00,SKU-0069,WH-LKO-01,CUSTOMER,SALE,-1,ORD-00006954,,BLUEYONDER_WMS,2025-05-12 17:52:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007725,2025-04-26 14:55:00, SKU-0035 ,WH-BLR-04,CUSTOMER,SALE,-9,ORD-00006955,,BLUEYONDER_WMS,2025-04-26 16:32:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007726,2025-04-26 11:19:00,SKU-0132,WH-DEL-02,CUSTOMER,SALE,-6,ORD-00006956,,BLUEYONDER_WMS,2025-04-26 12:48:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007727,2025-04-26 12:32:00,SKU-0079,WH-LKO-01,CUSTOMER,SALE,-9,ORD-00006957,,BLUEYONDER_WMS,2025-04-26 14:43:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007728,2025-04-26 18:23:00,SKU-0134,WH-MUM-03,CUSTOMER,SALE,-1,ORD-00006958,,BLUEYONDER_WMS,2025-04-26 20:02:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007729,2025-04-26 23:06:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-15,N/A,,BLUEYONDER_WMS,2025-04-27 01:46:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007730,2025-04-26 19:03:00,SKU-0037,WH-MUM-03,CUSTOMER,SALE,-16,ORD-00006960,,BLUEYONDER_WMS,2025-04-26 19:20:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007731,2025-04-26 15:06:00,SKU-0032,WH-BLR-04,CUSTOMER,SALE,-5,ORD-00006961,,BLUEYONDER_WMS,2025-04-26 16:41:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007732,2025-04-26 23:51:00,SKU-0099,WH-BLR-04,CUSTOMER,SALE,-2,ORD-00006962,,BLUEYONDER_WMS,2025-04-27 00:42:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007733,2025-04-26 22:20:00,SKU-0048,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00006963,,BLUEYONDER_WMS,2025-04-26 23:36:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007734,2025-04-26 21:06:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-5,ORD-00006964,,BLUEYONDER_WMS,2025-04-26 21:47:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007735,2025-04-26 10:49:00,SKU-0052,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00006965,,BLUEYONDER_WMS,2025-04-26 11:16:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007736,26/04/2025,SKU-0111,WH-BLR-04,CUSTOMER,SALE,-6,ORD-00006966,,BLUEYONDER_WMS,2025-04-30 00:53:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007737,2025-04-26 10:01:00,SKU-0041,WH-BLR-04,CUSTOMER,SALE,-3,ORD-00006967,,BLUEYONDER_WMS,2025-04-29 10:58:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007738,2025-04-26 16:25:00,SKU-0068,WH-MUM-03,CUSTOMER,SALE,-2,ORD-00006968,,BLUEYONDER_WMS,2025-04-26 16:55:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007739,2025-04-26 09:58:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-9,ORD-00006969,,BLUEYONDER_WMS,2025-04-26 12:28:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007740,2025-04-26 15:15:00,SKU-0039,WH-DEL-02,CUSTOMER,SALE,-11,ORD-00006970,,BLUEYONDER_WMS,2025-04-26 16:56:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007741,2025-04-26 12:40:00,SKU-0133,WH-DEL-02,CUSTOMER,SALE,-6,ORD-00006971,,BLUEYONDER_WMS,2025-04-26 12:59:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007742,2025-04-26 15:51:00,SKU-0146,WH-LKO-01,CUSTOMER,SALE,-3,ORD-00006972,,BLUEYONDER_WMS,2025-04-26 17:59:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007743,2025-04-26 18:59:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-3,ORD-00006973,,BLUEYONDER_WMS,2025-04-26 19:22:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007744,2025-04-26 23:12:00,SKU-0023,WH-LKO-01,CUSTOMER,SALE,-10,ORD-00006974,,BLUEYONDER_WMS,2025-04-27 01:22:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007745,2025-04-26 15:20:00,SKU-0100,WH-MUM-03,CUSTOMER,SALE,-2,ORD-00006975,,BLUEYONDER_WMS,2025-04-26 16:00:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007746,2025-04-26 10:56:00,SKU-0069,WH-MUM-03,CUSTOMER,SALE,-1,ORD-00006976,,BLUEYONDER_WMS,2025-04-26 11:40:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007747,2025-04-26 09:00:00,SKU-0065,WH-DEL-02,CUSTOMER,SALE,-9,ORD-00006977,,BLUEYONDER_WMS,2025-04-26 10:25:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007748,2025-04-26 10:26:00,SKU-0085,WH-BLR-04,CUSTOMER,SALE,-10,ORD-00006978,,BLUEYONDER_WMS,2025-04-26 13:02:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007749,2025-04-26 13:56:00,SKU-0058,WH-BLR-04,CUSTOMER,SALE,-1,ORD-00006979,,BLUEYONDER_WMS,2025-04-26 15:24:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007750,2025-04-26 21:03:00,SKU-0099,WH-MUM-03,CUSTOMER,SALE,-4,ORD-00006980,,BLUEYONDER_WMS,2025-04-26 21:30:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007751,2025-04-26 20:51:00,SKU-0002,WH-LKO-01,CUSTOMER,SALE,-5,ORD-00006981,,BLUEYONDER_WMS,2025-04-26 22:24:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007752,2025-04-26 23:11:00,SKU-0093,WH-BLR-04,CUSTOMER,SALE,-3,ORD-00006982,,BLUEYONDER_WMS,2025-04-27 01:08:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007753,2025-04-27 09:00:00,SKU-0072,VENDOR,WH-MUM-03,receipt,467,PO-00000078,,BLUEYONDER_WMS,2025-04-27 09:07:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007754,2025-04-27 11:00:00,SKU-0037,VENDOR,WH-BLR-04,RECEIPT,193,PO-00000081,,BLUEYONDER_WMS,2025-04-27 11:29:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007755,2025-04-27 04:00:00,SKU-0069,WH-LKO-01,WASTE,DAMAGE,-1,DMG-2025-04-27-SKU-0069,,BLUEYONDER_WMS,2025-04-27 04:56:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007756,2025-04-27 04:00:00,SKU-0126,WH-BLR-04,WASTE,DAMAGE,-1,DMG-2025-04-27-SKU-0126,,BLUEYONDER_WMS,2025-04-27 05:31:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007757,2025-04-27 21:32:00,SKU-0084,WH-MUM-03,CUSTOMER,SALE,-3,ORD-00006983,,BLUEYONDER_WMS,2025-04-27 22:53:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007758,2025-04-27 14:20:00,SKU-0145,WH-DEL-02,CUSTOMER,SALE,-1,ORD-00006984,,BLUEYONDER_WMS,2025-04-27 16:58:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007759,2025-04-27T22:35:00+05:30,SKU-0001,WH-DEL-02,CUSTOMER,SALE,-3,ORD-00006985,,BLUEYONDER_WMS,2025-04-28 00:21:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007760,2025-04-27 17:30:00,SKU-0081,WH-DEL-02,CUSTOMER,SALE,-2,ORD-00006986,,BLUEYONDER_WMS,2025-04-27 17:40:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007761,2025-04-27 16:22:00,SKU-0059,WH-MUM-03,CUSTOMER,SALE,-13,ORD-00006987,,BLUEYONDER_WMS,2025-04-27 19:15:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007762,2025-04-27 09:30:00,SKU-0111,WH-BLR-04,CUSTOMER,SALE,-6,ORD-00006988,,BLUEYONDER_WMS,2025-04-27 09:42:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007763,2025-04-27 13:59:00,SKU-0123,WH-BLR-04,CUSTOMER,SALE,-5,ORD-00006989,,BLUEYONDER_WMS,2025-04-27 16:45:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
 MOV-00007764 ,2025-04-27 18:07:00,SKU-0094,WH-DEL-02,CUSTOMER,SALE,-5,ORD-00006990,,BLUEYONDER_WMS,2025-04-27 19:50:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007765,2025-04-27 11:16:00,SKU-0111,WH-LKO-01,CUSTOMER,SALE,-12,ORD-00006991,,BLUEYONDER_WMS,2025-04-27 13:21:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007766,04-27-2025,SKU-0145,WH-LKO-01,CUSTOMER,SALE,-1,ORD-00006992,,BLUEYONDER_WMS,2025-04-27 22:12:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007767,2025-04-27 20:49:00,SKU-0099,WH-BLR-04,CUSTOMER,SALE,-1,ORD-00006993,,BLUEYONDER_WMS,2025-04-27 22:29:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007768,2025-04-27 11:57:00,SKU-0111,WH-LKO-01,CUSTOMER,SALE,-3,ORD-00006994,,BLUEYONDER_WMS,2025-04-27 13:49:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007769,2025-04-27 12:22:00,SKU-0142,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00006995,,BLUEYONDER_WMS,2025-04-27 12:25:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007770,2025-04-27 22:46:00,SKU-0019,WH-LKO-01,CUSTOMER,SALE,-3,ORD-00006996,,BLUEYONDER_WMS,2025-04-28 01:30:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007771,2025-04-27 20:59:00,SKU-0037,WH-MUM-03,CUSTOMER,SALE,-6,ORD-00006997,,BLUEYONDER_WMS,2025-04-27 23:31:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007772,2025-04-27 09:17:00,SKU-0125,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00006998,,BLUEYONDER_WMS,2025-04-27 10:39:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007773,2025-04-27 23:30:00,SKU-0052,WH-DEL-02,CUSTOMER,SALE,-3,ORD-00006999,,BLUEYONDER_WMS,2025-04-28 00:56:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007774,2025-04-27 17:10:00,SKU-0087,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00007000,,BLUEYONDER_WMS,2025-04-27 17:33:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007775,2025-04-27 22:04:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-1,ORD-00007001,,BLUEYONDER_WMS,2025-04-28 00:35:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007776,2025-04-27 16:18:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00007002,,BLUEYONDER_WMS,2025-04-27 18:32:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007777,2025-04-27 22:28:00,SKU-0150,WH-BLR-04,CUSTOMER,SALE,-7,ORD-00007003,,BLUEYONDER_WMS,2025-04-28 00:30:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007778,2025-04-27 17:39:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00007004,,BLUEYONDER_WMS,2025-04-27 18:46:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007779,2025-04-27 14:18:00,SKU-0145,WH-MUM-03,CUSTOMER,SALE,-4, ORD-00007005 ,,BLUEYONDER_WMS,2025-04-28 14:20:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007780,27/04/2025,SKU-0085,WH-BLR-04,CUSTOMER,SALE,-12,ORD-00007006,,BLUEYONDER_WMS,2025-04-27 23:18:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007781,2025-04-27 23:29:00,SKU-0052,WH-DEL-02,CUSTOMER,SALE,-3,ORD-00007007,,BLUEYONDER_WMS,2025-04-27 23:41:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007782,2025-04-27 21:18:00,SKU-0036,WH-LKO-01,CUSTOMER,SALE,-2,ORD-00007008,,BLUEYONDER_WMS,2025-04-27 22:51:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007783,2025-04-27 21:01:00,SKU-0134,WH-MUM-03,CUSTOMER,SALE,-9,ORD-00007009,,BLUEYONDER_WMS,2025-04-27 22:14:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007784,2025-04-27 17:51:00,SKU-0067,WH-DEL-02,CUSTOMER,SALE,-1,ORD-00007010,,BLUEYONDER_WMS,2025-04-27 19:42:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007785,2025-04-27 11:32:00,SKU-0035,WH-MUM-03,CUSTOMER,SALE,-1,ORD-00007011,,BLUEYONDER_WMS,2025-04-27 14:05:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007786,2025-04-27 17:26:00, SKU-0032 ,WH-DEL-02,CUSTOMER,SALE,-5,ORD-00007012,,BLUEYONDER_WMS,2025-04-27 19:45:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007787,2025-04-27 14:38:00,SKU-0052,WH-LKO-01,CUSTOMER,SALE,-9,ORD-00007013,,BLUEYONDER_WMS,2025-04-27 14:46:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007788,2025-04-27 23:23:00,SKU-0019,WH-MUM-03,CUSTOMER,SALE,-2,ORD-00007014,,BLUEYONDER_WMS,2025-04-28 00:43:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007789,2025-04-27 23:51:00,SKU-0084,WH-LKO-01,CUSTOMER,SALE,-3,ORD-00007015,,BLUEYONDER_WMS,2025-04-27 23:53:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007790,2025-04-27 16:15:00,SKU-0145,WH-MUM-03,CUSTOMER,SALE,-4,ORD-00007016,,BLUEYONDER_WMS,2025-04-27 18:40:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007791,2025-04-27 14:12:00,SKU-0123,WH-MUM-03,CUSTOMER,SALE,-1,ORD-00007017,,BLUEYONDER_WMS,2025-04-30 14:36:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007792,2025-04-27 20:08:00,SKU-0019,WH-MUM-03,CUSTOMER,SALE,-5,ORD-00007018,,BLUEYONDER_WMS,2025-04-27 20:25:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007793,27/04/2025,SKU-0069,WH-BLR-04,CUSTOMER,SALE,-1,ORD-00007019,,BLUEYONDER_WMS,2025-04-28 01:19:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007794,2025-04-27 21:41:00,SKU-0052,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00007020,,BLUEYONDER_WMS,2025-04-27 22:34:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007795,2025-04-27 23:48:00,SKU-0106,WH-MUM-03,CUSTOMER,SALE,-3,ORD-00007021,,BLUEYONDER_WMS,2025-04-28 00:21:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007796,2025-04-27T12:42:00+05:30,SKU-0100,WH-MUM-03,CUSTOMER, SALE ,-3,ORD-00007022,,BLUEYONDER_WMS,2025-04-27 13:15:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007797,2025-04-27 16:46:00,SKU-0026,WH-LKO-01,CUSTOMER,SALE,-2,ORD-00007023,,BLUEYONDER_WMS,2025-04-27 17:51:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007798,2025-04-27 14:04:00,SKU-0147,wh-lko-01,CUSTOMER,SALE,-1,ORD-00007024,,BLUEYONDER_WMS,2025-04-27 15:47:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007799,2025-04-27 20:47:00,SKU-0028,WH-BLR-04,CUSTOMER,SALE,-9,ORD-00007025,,BLUEYONDER_WMS,2025-04-27 23:09:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007800,2025-04-27 20:15:00,SKU-0146,WH-MUM-03,CUSTOMER,SALE,-2,ORD-00007026,,BLUEYONDER_WMS,2025-04-27 20:34:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007801,2025-04-27 09:54:00,SKU-0132,WH-BLR-04,CUSTOMER,SALE,-5,ORD-00007027,,BLUEYONDER_WMS,2025-05-10 12:51:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007802,2025-04-27 19:22:00,SKU-0027,WH-LKO-01,CUSTOMER,SALE,-8,ORD-00007028,,BLUEYONDER_WMS,2025-04-27 20:13:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007803,2025-04-27 15:01:00,SKU-0145,WH-LKO-01,CUSTOMER,SALE,-6,ORD-00007029,,BLUEYONDER_WMS,2025-04-27 17:32:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007804,2025-04-27 09:43:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-3,ORD-00007030,,BLUEYONDER_WMS,2025-04-27 11:56:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007805,2025-04-27 21:08:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-7,ORD-00007031,,BLUEYONDER_WMS,2025-04-27 22:10:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007806,2025-04-27 23:13:00,SKU-0044,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00007032,,BLUEYONDER_WMS,2025-04-28 01:21:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007807,2025-04-27 09:56:00,SKU-0031,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00007033,,BLUEYONDER_WMS,2025-04-27 11:36:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007808,2025-04-27 23:54:00,SKU-0132,WH-BLR-04,CUSTOMER,SALE,-2,ORD-00007034,,BLUEYONDER_WMS,2025-04-28 01:44:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007809,2025-04-27 14:08:00,SKU-0053,WH-MUM-03,CUSTOMER,SALE,-6,ORD-00007035,,BLUEYONDER_WMS,2025-04-27 15:27:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007810,2025-04-27 17:22:00,SKU-0021,WH-LKO-01,CUSTOMER,SALE,-4,ORD-00007036,,BLUEYONDER_WMS,2025-04-27 18:18:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007811,2025-04-27 18:31:00,SKU-0082,WH-MUM-03,CUSTOMER,SALE,-2,ORD-00007037,,BLUEYONDER_WMS,2025-04-27 19:55:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007812,2025-04-27 14:05:00,SKU-0145,WH-DEL-02,CUSTOMER,SALE,-2,ORD-00007038,,BLUEYONDER_WMS,2025-04-27 15:02:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007813,2025-04-27 12:46:00,SKU-0120,WH-BLR-04,CUSTOMER,SALE,-4,ORD-00007039,,BLUEYONDER_WMS,2025-04-27 14:46:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007814,2025-04-27 17:49:00,SKU-0011,WH-BLR-04,CUSTOMER,SALE,-3,ORD-00007040,,BLUEYONDER_WMS,2025-04-27 18:51:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007815,2025-04-27 09:35:00,SKU-0024,WH-DEL-02,CUSTOMER,SALE,-1,ORD-00007041,,BLUEYONDER_WMS,2025-04-27 10:41:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007816,2025-04-27 22:47:00,SKU-0066,WH-LKO-01,CUSTOMER,SALE,-1,ORD-00007042,,BLUEYONDER_WMS,2025-04-28 00:54:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
MOV-00007817,2025-04-27 20:17:00,SKU-0111,WH-DEL-02,CUSTOMER,SALE,-4,ORD-00007043,,BLUEYONDER_WMS,2025-04-27 22:56:00,2026-08-05 02:59:59,BATCH_202504_RAW_INVENTORY_MOVEMENTS
